date,month,equipment,department,total_units,units_in_use,utilization_rate,maintenance_flag
2025-12-20,12,Ultrasound,Maternity,1,0,61.8,0
2025-12-20,12,Ultrasound,Surgery,1,0,62.8,0
2025-12-20,12,Ultrasound,ICU,1,0,69.8,0
2025-12-20,12,Ultrasound,Emergency,1,0,67.8,0
2025-12-20,12,Ultrasound,General,1,0,69.1,0
2025-12-20,12,Ultrasound,Neurology,1,0,62.0,1
2025-12-20,12,Pulse Oximeter,Orthopedics,10,9,99.0,0
2025-12-20,12,Pulse Oximeter,Cardiology,10,8,84.1,0
2025-12-20,12,Pulse Oximeter,Surgery,10,8,87.3,0
2025-12-21,12,Ventilator,Surgery,3,2,70.0,0
2025-12-21,12,Ventilator,General,3,2,85.0,0
2025-12-21,12,Ventilator,Emergency,3,2,88.9,0
2025-12-21,12,Ventilator,Maternity,3,2,72.4,0
2025-12-21,12,Ventilator,Oncology,3,2,82.2,0
2025-12-21,12,ECG Monitor,General,5,4,81.9,0
2025-12-21,12,ECG Monitor,Orthopedics,5,3,62.6,0
2025-12-21,12,ECG Monitor,Cardiology,5,3,77.6,0
2025-12-21,12,ECG Monitor,Oncology,5,3,72.8,0
2025-12-21,12,Infusion Pump,ICU,8,5,75.0,0
2025-12-21,12,Infusion Pump,Pediatrics,8,7,96.7,0
2025-12-21,12,Infusion Pump,General,8,7,92.8,0
2025-12-21,12,Defibrillator,Neurology,2,0,44.9,0
2025-12-21,12,Defibrillator,Orthopedics,2,0,49.2,0
2025-12-21,12,Defibrillator,Surgery,2,0,48.7,0
2025-12-21,12,Ultrasound,Neurology,1,0,56.6,0
2025-12-21,12,Ultrasound,ICU,1,0,63.9,0
2025-12-21,12,Ultrasound,Surgery,1,0,65.5,0
2025-12-21,12,Ultrasound,Pediatrics,1,0,69.9,0
2025-12-21,12,Ultrasound,Cardiology,1,0,77.2,0
2025-12-21,12,Ultrasound,Maternity,1,0,71.6,0
2025-12-21,12,Pulse Oximeter,Surgery,10,8,85.2,0
2025-12-21,12,Pulse Oximeter,Neurology,10,7,75.8,0
2025-12-21,12,Pulse Oximeter,Orthopedics,10,9,99.0,0
2025-12-21,12,Pulse Oximeter,Maternity,10,9,97.5,0
2025-12-22,12,Ventilator,Orthopedics,3,2,77.1,0
2025-12-22,12,Ventilator,General,3,2,82.7,1
2025-12-22,12,Ventilator,Oncology,3,2,80.8,1
2025-12-22,12,ECG Monitor,Oncology,5,4,80.2,0
2025-12-22,12,ECG Monitor,Surgery,5,4,84.5,0
2025-12-22,12,ECG Monitor,General,5,4,80.6,0
2025-12-22,12,ECG Monitor,Maternity,5,3,65.3,0
2025-12-22,12,Infusion Pump,Oncology,8,7,95.6,0
2025-12-22,12,Infusion Pump,Pediatrics,8,7,90.4,0
2025-12-22,12,Infusion Pump,ICU,8,6,79.4,0
2025-12-22,12,Defibrillator,Pediatrics,2,1,54.7,0
2025-12-22,12,Defibrillator,Orthopedics,2,0,39.8,0
2025-12-22,12,Defibrillator,Emergency,2,1,56.3,0
2025-12-22,12,Defibrillator,General,2,0,33.9,0
2025-12-22,12,Defibrillator,ICU,2,0,46.8,0
2025-12-22,12,Defibrillator,Maternity,2,1,63.5,0
2025-12-22,12,Ultrasound,Neurology,1,0,78.7,0
2025-12-22,12,Ultrasound,General,1,0,65.3,0
2025-12-22,12,Ultrasound,ICU,1,0,74.8,0
2025-12-22,12,Pulse Oximeter,Surgery,10,9,97.4,0
2025-12-22,12,Pulse Oximeter,General,10,9,94.3,0
2025-12-22,12,Pulse Oximeter,Emergency,10,9,95.0,0
2025-12-22,12,Pulse Oximeter,Pediatrics,10,8,83.6,0
2025-12-22,12,Pulse Oximeter,ICU,10,7,73.9,0
2025-12-22,12,Pulse Oximeter,Maternity,10,8,84.6,0
2025-12-23,12,Ventilator,Surgery,3,2,82.6,0
2025-12-23,12,Ventilator,Cardiology,3,2,82.4,0
2025-12-23,12,Ventilator,ICU,3,2,72.8,0
2025-12-23,12,Ventilator,Emergency,3,2,69.1,0
2025-12-23,12,Ventilator,Oncology,3,2,81.5,0
2025-12-23,12,Ventilator,Neurology,3,2,68.8,0
2025-12-23,12,ECG Monitor,Neurology,5,4,84.5,0
2025-12-23,12,ECG Monitor,ICU,5,3,74.4,0
2025-12-23,12,ECG Monitor,Emergency,5,3,68.1,0
2025-12-23,12,ECG Monitor,Cardiology,5,4,85.4,0
2025-12-23,12,ECG Monitor,General,5,4,82.1,0
2025-12-23,12,Infusion Pump,Emergency,8,6,85.6,0
2025-12-23,12,Infusion Pump,Pediatrics,8,6,81.4,0
2025-12-23,12,Infusion Pump,Neurology,8,7,89.5,0
2025-12-23,12,Infusion Pump,Cardiology,8,7,96.8,0
2025-12-23,12,Infusion Pump,Orthopedics,8,7,96.2,0
2025-12-23,12,Defibrillator,Maternity,2,0,49.6,0
2025-12-23,12,Defibrillator,Orthopedics,2,0,45.5,0
2025-12-23,12,Defibrillator,General,2,0,48.5,0
2025-12-23,12,Defibrillator,ICU,2,0,43.6,0
2025-12-23,12,Defibrillator,Emergency,2,0,50.0,0
2025-12-23,12,Defibrillator,Neurology,2,0,36.2,0
2025-12-23,12,Ultrasound,Pediatrics,1,0,58.6,0
2025-12-23,12,Ultrasound,General,1,0,77.7,0
2025-12-23,12,Ultrasound,Oncology,1,0,61.5,0
2025-12-23,12,Ultrasound,Cardiology,1,0,69.0,0
2025-12-23,12,Ultrasound,Emergency,1,0,73.7,0
2025-12-23,12,Pulse Oximeter,Emergency,10,7,77.7,0
2025-12-23,12,Pulse Oximeter,ICU,10,7,78.7,0
2025-12-23,12,Pulse Oximeter,Surgery,10,9,96.9,0
2025-12-23,12,Pulse Oximeter,Cardiology,10,8,88.9,0
2025-12-24,12,Ventilator,ICU,3,2,87.4,0
2025-12-24,12,Ventilator,Pediatrics,3,2,81.8,0
2025-12-24,12,Ventilator,Surgery,3,2,71.9,1
2025-12-24,12,ECG Monitor,Surgery,5,3,75.1,0
2025-12-24,12,ECG Monitor,ICU,5,3,79.7,0
2025-12-24,12,ECG Monitor,Cardiology,5,4,80.9,0
2025-12-24,12,Infusion Pump,Surgery,8,7,98.6,0
2025-12-24,12,Infusion Pump,Pediatrics,8,7,99.0,0
2025-12-24,12,Infusion Pump,General,8,7,98.7,0
2025-12-24,12,Infusion Pump,Neurology,8,7,99.0,0
2025-12-24,12,Infusion Pump,ICU,8,7,99.0,0
2025-12-24,12,Infusion Pump,Emergency,8,6,84.4,0
2025-12-24,12,Defibrillator,Orthopedics,2,1,51.4,0
2025-12-24,12,Defibrillator,Pediatrics,2,0,43.0,0
2025-12-24,12,Defibrillator,Emergency,2,0,45.3,0
2025-12-24,12,Defibrillator,Neurology,2,0,37.9,0
2025-12-24,12,Defibrillator,Maternity,2,0,31.9,0
2025-12-24,12,Ultrasound,Cardiology,1,0,65.7,0
2025-12-24,12,Ultrasound,ICU,1,0,61.5,0
2025-12-24,12,Ultrasound,Pediatrics,1,0,69.1,0
2025-12-24,12,Ultrasound,Orthopedics,1,0,68.3,0
2025-12-24,12,Pulse Oximeter,ICU,10,8,80.5,0
2025-12-24,12,Pulse Oximeter,General,10,9,99.0,0
2025-12-24,12,Pulse Oximeter,Orthopedics,10,8,86.9,0
2025-12-24,12,Pulse Oximeter,Oncology,10,9,92.8,0
2025-12-24,12,Pulse Oximeter,Neurology,10,7,78.0,0
2025-12-25,12,Ventilator,Neurology,3,2,85.2,0
2025-12-25,12,Ventilator,Cardiology,3,2,77.1,0
2025-12-25,12,Ventilator,Orthopedics,3,2,82.8,0
2025-12-25,12,Ventilator,Oncology,3,2,87.3,0
2025-12-25,12,Ventilator,Emergency,3,2,73.9,0
2025-12-25,12,Ventilator,Maternity,3,2,72.9,0
2025-12-25,12,ECG Monitor,General,5,3,65.7,0
2025-12-25,12,ECG Monitor,Pediatrics,5,4,83.4,0
2025-12-25,12,ECG Monitor,Maternity,5,3,75.9,0
2025-12-25,12,ECG Monitor,Emergency,5,3,76.8,0
2025-12-25,12,ECG Monitor,Oncology,5,3,74.1,0
2025-12-25,12,Infusion Pump,Neurology,8,7,91.2,0
2025-12-25,12,Infusion Pump,ICU,8,7,92.5,0
2025-12-25,12,Infusion Pump,Maternity,8,7,99.0,0
2025-12-25,12,Infusion Pump,Surgery,8,7,99.0,0
2025-12-25,12,Infusion Pump,General,8,7,94.0,0
2025-12-25,12,Infusion Pump,Cardiology,8,7,99.0,0
2025-12-25,12,Defibrillator,Pediatrics,2,1,53.9,0
2025-12-25,12,Defibrillator,Surgery,2,1,54.0,0
2025-12-25,12,Defibrillator,Emergency,2,1,50.6,0
2025-12-25,12,Ultrasound,Neurology,1,0,73.0,0
2025-12-25,12,Ultrasound,General,1,0,65.5,0
2025-12-25,12,Ultrasound,Cardiology,1,0,63.1,0
2025-12-25,12,Ultrasound,Surgery,1,0,74.1,0
2025-12-25,12,Ultrasound,Orthopedics,1,0,70.8,0
2025-12-25,12,Pulse Oximeter,Oncology,10,9,96.2,1
2025-12-25,12,Pulse Oximeter,Pediatrics,10,8,80.4,0
2025-12-25,12,Pulse Oximeter,Cardiology,10,9,97.8,0
2025-12-26,12,Ventilator,General,3,2,79.9,0
2025-12-26,12,Ventilator,Neurology,3,2,78.0,0
2025-12-26,12,Ventilator,Cardiology,3,2,89.4,0
2025-12-26,12,ECG Monitor,Neurology,5,3,72.5,0
2025-12-26,12,ECG Monitor,ICU,5,3,72.2,0
2025-12-26,12,ECG Monitor,Maternity,5,3,76.7,0
2025-12-26,12,ECG Monitor,Surgery,5,3,69.0,0
2025-12-26,12,Infusion Pump,Oncology,8,6,87.2,0
2025-12-26,12,Infusion Pump,Neurology,8,7,98.2,0
2025-12-26,12,Infusion Pump,Emergency,8,7,88.3,0
2025-12-26,12,Infusion Pump,Surgery,8,6,86.6,0
2025-12-26,12,Infusion Pump,General,8,7,89.6,0
2025-12-26,12,Defibrillator,Pediatrics,2,1,50.0,0
2025-12-26,12,Defibrillator,Emergency,2,0,41.7,0
2025-12-26,12,Defibrillator,General,2,1,51.1,0
2025-12-26,12,Defibrillator,Surgery,2,1,50.5,0
2025-12-26,12,Defibrillator,Neurology,2,0,48.3,0
2025-12-26,12,Ultrasound,Pediatrics,1,0,80.6,0
2025-12-26,12,Ultrasound,Neurology,1,0,80.0,0
2025-12-26,12,Ultrasound,Maternity,1,0,58.4,0
2025-12-26,12,Ultrasound,Cardiology,1,0,69.5,1
2025-12-26,12,Ultrasound,General,1,0,72.5,0
2025-12-26,12,Ultrasound,Oncology,1,0,65.6,0
2025-12-26,12,Pulse Oximeter,ICU,10,8,81.4,0
2025-12-26,12,Pulse Oximeter,Orthopedics,10,8,83.7,0
2025-12-26,12,Pulse Oximeter,Emergency,10,7,79.9,0
2025-12-26,12,Pulse Oximeter,Oncology,10,8,84.4,0
2025-12-27,12,Ventilator,ICU,3,2,83.8,0
2025-12-27,12,Ventilator,Cardiology,3,2,76.5,0
2025-12-27,12,Ventilator,General,3,2,77.0,0
2025-12-27,12,Ventilator,Surgery,3,2,80.9,0
2025-12-27,12,Ventilator,Maternity,3,2,76.6,0
2025-12-27,12,ECG Monitor,General,5,3,68.8,0
2025-12-27,12,ECG Monitor,ICU,5,3,67.4,0
2025-12-27,12,ECG Monitor,Surgery,5,3,66.4,0
2025-12-27,12,ECG Monitor,Orthopedics,5,3,79.7,0
2025-12-27,12,ECG Monitor,Oncology,5,3,62.8,0
2025-12-27,12,ECG Monitor,Cardiology,5,3,74.9,0
2025-12-27,12,Infusion Pump,ICU,8,7,95.6,0
2025-12-27,12,Infusion Pump,General,8,7,97.1,0
2025-12-27,12,Infusion Pump,Surgery,8,7,88.0,0
2025-12-27,12,Infusion Pump,Maternity,8,7,92.9,0
2025-12-27,12,Infusion Pump,Cardiology,8,7,96.2,0
2025-12-27,12,Defibrillator,Cardiology,2,1,57.7,0
2025-12-27,12,Defibrillator,Neurology,2,1,59.6,0
2025-12-27,12,Defibrillator,Oncology,2,0,46.1,0
2025-12-27,12,Defibrillator,Maternity,2,1,51.3,0
2025-12-27,12,Defibrillator,Surgery,2,0,29.9,0
2025-12-27,12,Ultrasound,Oncology,1,0,67.5,1
2025-12-27,12,Ultrasound,General,1,0,72.2,0
2025-12-27,12,Ultrasound,Neurology,1,0,64.4,0
2025-12-27,12,Ultrasound,ICU,1,0,74.9,0
2025-12-27,12,Pulse Oximeter,Pediatrics,10,8,85.2,0
2025-12-27,12,Pulse Oximeter,General,10,9,94.5,0
2025-12-27,12,Pulse Oximeter,Oncology,10,7,74.4,0
2025-12-27,12,Pulse Oximeter,Cardiology,10,7,78.3,0
2025-12-28,12,Ventilator,Emergency,3,2,83.1,0
2025-12-28,12,Ventilator,Surgery,3,2,94.7,0
2025-12-28,12,Ventilator,Cardiology,3,2,84.9,0
2025-12-28,12,Ventilator,Orthopedics,3,2,84.5,0
2025-12-28,12,ECG Monitor,Maternity,5,4,84.1,0
2025-12-28,12,ECG Monitor,ICU,5,3,78.9,0
2025-12-28,12,ECG Monitor,Pediatrics,5,2,58.9,0
2025-12-28,12,ECG Monitor,General,5,4,83.1,0
2025-12-28,12,Infusion Pump,Cardiology,8,7,96.1,0
2025-12-28,12,Infusion Pump,General,8,7,96.3,0
2025-12-28,12,Infusion Pump,Emergency,8,7,99.0,0
2025-12-28,12,Defibrillator,ICU,2,0,32.8,0
2025-12-28,12,Defibrillator,Pediatrics,2,1,53.1,0
2025-12-28,12,Defibrillator,General,2,0,49.2,0
2025-12-28,12,Ultrasound,Orthopedics,1,0,66.4,0
2025-12-28,12,Ultrasound,Emergency,1,0,67.4,0
2025-12-28,12,Ultrasound,General,1,0,60.5,0
2025-12-28,12,Ultrasound,Pediatrics,1,0,69.8,0
2025-12-28,12,Ultrasound,ICU,1,0,66.7,0
2025-12-28,12,Pulse Oximeter,Emergency,10,9,95.5,0
2025-12-28,12,Pulse Oximeter,Maternity,10,8,84.0,0
2025-12-28,12,Pulse Oximeter,Orthopedics,10,8,86.6,0
2025-12-28,12,Pulse Oximeter,Oncology,10,8,88.1,0
2025-12-28,12,Pulse Oximeter,Neurology,10,9,94.1,0
2025-12-28,12,Pulse Oximeter,Pediatrics,10,7,79.5,0
2025-12-29,12,Ventilator,Pediatrics,3,2,83.6,0
2025-12-29,12,Ventilator,Oncology,3,2,77.1,0
2025-12-29,12,Ventilator,Neurology,3,2,88.5,0
2025-12-29,12,Ventilator,Cardiology,3,2,80.7,0
2025-12-29,12,ECG Monitor,Oncology,5,3,75.3,0
2025-12-29,12,ECG Monitor,Cardiology,5,3,66.8,0
2025-12-29,12,ECG Monitor,Orthopedics,5,3,66.3,0
2025-12-29,12,ECG Monitor,Surgery,5,3,68.4,0
2025-12-29,12,Infusion Pump,Cardiology,8,7,94.3,0
2025-12-29,12,Infusion Pump,Emergency,8,7,95.7,0
2025-12-29,12,Infusion Pump,General,8,6,86.9,0
2025-12-29,12,Infusion Pump,Pediatrics,8,7,93.1,0
2025-12-29,12,Infusion Pump,Maternity,8,6,86.7,0
2025-12-29,12,Infusion Pump,ICU,8,7,97.6,0
2025-12-29,12,Defibrillator,ICU,2,0,38.1,0
2025-12-29,12,Defibrillator,Surgery,2,0,43.3,0
2025-12-29,12,Defibrillator,Emergency,2,1,54.1,0
2025-12-29,12,Defibrillator,Maternity,2,0,42.0,0
2025-12-29,12,Ultrasound,ICU,1,0,74.2,0
2025-12-29,12,Ultrasound,Pediatrics,1,0,65.1,0
2025-12-29,12,Ultrasound,Neurology,1,0,63.1,0
2025-12-29,12,Ultrasound,General,1,0,72.0,0
2025-12-29,12,Pulse Oximeter,Emergency,10,9,94.3,0
2025-12-29,12,Pulse Oximeter,Pediatrics,10,9,96.1,0
2025-12-29,12,Pulse Oximeter,General,10,9,91.7,0
2025-12-29,12,Pulse Oximeter,Cardiology,10,8,83.2,0
2025-12-30,12,Ventilator,Maternity,3,2,85.4,0
2025-12-30,12,Ventilator,ICU,3,2,85.0,0
2025-12-30,12,Ventilator,Neurology,3,2,82.8,0
2025-12-30,12,Ventilator,Emergency,3,2,77.7,1
2025-12-30,12,Ventilator,Cardiology,3,2,70.9,0
2025-12-30,12,Ventilator,Pediatrics,3,2,81.6,0
2025-12-30,12,ECG Monitor,Oncology,5,3,62.6,0
2025-12-30,12,ECG Monitor,ICU,5,3,70.4,0
2025-12-30,12,ECG Monitor,Pediatrics,5,3,64.0,0
2025-12-30,12,ECG Monitor,Surgery,5,3,61.9,0
2025-12-30,12,ECG Monitor,Cardiology,5,3,75.4,0
2025-12-30,12,ECG Monitor,Maternity,5,3,72.7,0
2025-12-30,12,Infusion Pump,ICU,8,7,96.7,0
2025-12-30,12,Infusion Pump,Neurology,8,6,77.8,0
2025-12-30,12,Infusion Pump,Maternity,8,7,93.2,0
2025-12-30,12,Infusion Pump,Emergency,8,6,79.4,0
2025-12-30,12,Defibrillator,General,2,0,38.8,0
2025-12-30,12,Defibrillator,Emergency,2,1,54.0,1
2025-12-30,12,Defibrillator,Pediatrics,2,0,44.2,0
2025-12-30,12,Defibrillator,Orthopedics,2,0,33.8,0
2025-12-30,12,Ultrasound,Neurology,1,0,76.0,0
2025-12-30,12,Ultrasound,Emergency,1,0,63.4,0
2025-12-30,12,Ultrasound,Surgery,1,0,75.3,1
2025-12-30,12,Ultrasound,Cardiology,1,0,58.7,0
2025-12-30,12,Pulse Oximeter,Neurology,10,8,82.0,0
2025-12-30,12,Pulse Oximeter,Emergency,10,8,87.3,0
2025-12-30,12,Pulse Oximeter,Surgery,10,8,86.6,0
2025-12-30,12,Pulse Oximeter,Orthopedics,10,9,90.3,0
2025-12-30,12,Pulse Oximeter,Cardiology,10,8,87.1,0
2025-12-31,12,Ventilator,Neurology,3,2,73.2,0
2025-12-31,12,Ventilator,Oncology,3,2,81.5,0
2025-12-31,12,Ventilator,ICU,3,2,73.8,1
2025-12-31,12,Ventilator,Cardiology,3,2,80.9,0
2025-12-31,12,Ventilator,Pediatrics,3,2,75.9,0
2025-12-31,12,Ventilator,Surgery,3,2,71.6,0
2025-12-31,12,ECG Monitor,Emergency,5,3,62.0,0
2025-12-31,12,ECG Monitor,ICU,5,3,71.2,0
2025-12-31,12,ECG Monitor,Neurology,5,3,73.9,0
2025-12-31,12,Infusion Pump,Neurology,8,7,89.0,0
2025-12-31,12,Infusion Pump,Maternity,8,7,88.9,0
2025-12-31,12,Infusion Pump,Surgery,8,7,88.4,0
2025-12-31,12,Defibrillator,Emergency,2,0,42.2,0
2025-12-31,12,Defibrillator,ICU,2,0,43.3,0
2025-12-31,12,Defibrillator,Surgery,2,0,42.2,0
2025-12-31,12,Defibrillator,Cardiology,2,0,46.2,0
2025-12-31,12,Defibrillator,Pediatrics,2,0,38.9,0
2025-12-31,12,Defibrillator,Neurology,2,1,61.8,0
2025-12-31,12,Ultrasound,Emergency,1,0,74.6,0
2025-12-31,12,Ultrasound,Oncology,1,0,62.1,0
2025-12-31,12,Ultrasound,Pediatrics,1,0,63.0,0
2025-12-31,12,Pulse Oximeter,General,10,9,90.3,0
2025-12-31,12,Pulse Oximeter,Orthopedics,10,8,89.9,0
2025-12-31,12,Pulse Oximeter,Emergency,10,8,89.9,0
2025-12-31,12,Pulse Oximeter,Pediatrics,10,8,89.4,0
2025-12-31,12,Pulse Oximeter,ICU,10,8,83.1,0
2025-12-31,12,Pulse Oximeter,Cardiology,10,8,81.9,1
2026-01-01,1,Ventilator,ICU,3,2,88.8,0
2026-01-01,1,Ventilator,Maternity,3,2,69.3,0
2026-01-01,1,Ventilator,Neurology,3,2,75.0,0
2026-01-01,1,ECG Monitor,Oncology,5,3,78.5,1
2026-01-01,1,ECG Monitor,Surgery,5,3,73.2,0
2026-01-01,1,ECG Monitor,General,5,3,77.0,0
2026-01-01,1,ECG Monitor,Maternity,5,3,77.3,0
2026-01-01,1,Infusion Pump,Surgery,8,7,99.0,1
2026-01-01,1,Infusion Pump,Neurology,8,7,99.0,0
2026-01-01,1,Infusion Pump,Pediatrics,8,7,97.8,0
2026-01-01,1,Infusion Pump,Maternity,8,7,96.6,1
2026-01-01,1,Defibrillator,Surgery,2,0,43.6,0
2026-01-01,1,Defibrillator,Maternity,2,0,46.0,0
2026-01-01,1,Defibrillator,Oncology,2,1,52.9,0
2026-01-01,1,Defibrillator,ICU,2,1,54.9,0
2026-01-01,1,Ultrasound,Cardiology,1,0,76.7,1
2026-01-01,1,Ultrasound,Orthopedics,1,0,70.8,0
2026-01-01,1,Ultrasound,ICU,1,0,68.0,0
2026-01-01,1,Ultrasound,Emergency,1,0,75.9,0
2026-01-01,1,Pulse Oximeter,ICU,10,9,91.8,0
2026-01-01,1,Pulse Oximeter,Pediatrics,10,8,83.0,0
2026-01-01,1,Pulse Oximeter,General,10,9,99.0,0
2026-01-01,1,Pulse Oximeter,Emergency,10,9,92.4,0
2026-01-01,1,Pulse Oximeter,Neurology,10,8,82.3,0
2026-01-02,1,Ventilator,Pediatrics,3,2,75.7,0
2026-01-02,1,Ventilator,Surgery,3,2,82.4,0
2026-01-02,1,Ventilator,Cardiology,3,2,72.8,0
2026-01-02,1,Ventilator,Emergency,3,2,81.8,0
2026-01-02,1,Ventilator,Oncology,3,2,96.6,0
2026-01-02,1,ECG Monitor,Pediatrics,5,4,98.4,1
2026-01-02,1,ECG Monitor,Neurology,5,3,78.1,0
2026-01-02,1,ECG Monitor,Emergency,5,4,81.5,0
2026-01-02,1,ECG Monitor,Surgery,5,3,68.0,0
2026-01-02,1,ECG Monitor,ICU,5,3,65.2,0
2026-01-02,1,Infusion Pump,Neurology,8,7,99.0,0
2026-01-02,1,Infusion Pump,Cardiology,8,6,82.6,0
2026-01-02,1,Infusion Pump,Maternity,8,6,81.5,0
2026-01-02,1,Defibrillator,Maternity,2,0,49.6,0
2026-01-02,1,Defibrillator,Cardiology,2,0,48.5,0
2026-01-02,1,Defibrillator,General,2,0,44.0,0
2026-01-02,1,Defibrillator,Emergency,2,0,39.4,0
2026-01-02,1,Defibrillator,Neurology,2,1,52.3,0
2026-01-02,1,Ultrasound,Surgery,1,0,69.1,0
2026-01-02,1,Ultrasound,Maternity,1,0,74.3,1
2026-01-02,1,Ultrasound,Neurology,1,0,76.5,0
2026-01-02,1,Ultrasound,Emergency,1,0,52.5,0
2026-01-02,1,Ultrasound,General,1,0,69.3,0
2026-01-02,1,Pulse Oximeter,Orthopedics,10,9,95.2,0
2026-01-02,1,Pulse Oximeter,Neurology,10,8,82.5,0
2026-01-02,1,Pulse Oximeter,ICU,10,9,96.7,1
2026-01-03,1,Ventilator,Surgery,3,2,82.3,0
2026-01-03,1,Ventilator,Maternity,3,2,74.7,1
2026-01-03,1,Ventilator,Emergency,3,2,82.8,0
2026-01-03,1,Ventilator,ICU,3,2,86.3,0
2026-01-03,1,ECG Monitor,Oncology,5,4,85.0,0
2026-01-03,1,ECG Monitor,Cardiology,5,3,77.0,0
2026-01-03,1,ECG Monitor,ICU,5,3,65.4,0
2026-01-03,1,Infusion Pump,Neurology,8,7,91.1,0
2026-01-03,1,Infusion Pump,Emergency,8,7,91.6,0
2026-01-03,1,Infusion Pump,Surgery,8,7,88.8,0
2026-01-03,1,Infusion Pump,Oncology,8,7,99.0,0
2026-01-03,1,Infusion Pump,Maternity,8,7,88.0,0
2026-01-03,1,Infusion Pump,General,8,7,99.0,0
2026-01-03,1,Defibrillator,Maternity,2,0,48.9,0
2026-01-03,1,Defibrillator,Orthopedics,2,0,49.7,0
2026-01-03,1,Defibrillator,Pediatrics,2,0,43.1,0
2026-01-03,1,Defibrillator,Surgery,2,0,41.0,0
2026-01-03,1,Ultrasound,Pediatrics,1,0,77.2,0
2026-01-03,1,Ultrasound,ICU,1,0,70.8,0
2026-01-03,1,Ultrasound,Maternity,1,0,79.6,0
2026-01-03,1,Ultrasound,Neurology,1,0,72.8,0
2026-01-03,1,Pulse Oximeter,ICU,10,9,92.5,0
2026-01-03,1,Pulse Oximeter,General,10,8,82.8,0
2026-01-03,1,Pulse Oximeter,Oncology,10,9,91.4,0
2026-01-03,1,Pulse Oximeter,Pediatrics,10,8,87.6,0
2026-01-03,1,Pulse Oximeter,Surgery,10,7,78.2,0
2026-01-03,1,Pulse Oximeter,Orthopedics,10,8,86.9,0
2026-01-04,1,Ventilator,ICU,3,2,80.1,0
2026-01-04,1,Ventilator,Maternity,3,2,77.0,0
2026-01-04,1,Ventilator,Surgery,3,2,76.7,0
2026-01-04,1,Ventilator,Oncology,3,2,81.5,0
2026-01-04,1,ECG Monitor,Oncology,5,3,66.8,0
2026-01-04,1,ECG Monitor,Cardiology,5,4,80.1,0
2026-01-04,1,ECG Monitor,ICU,5,3,63.6,0
2026-01-04,1,ECG Monitor,General,5,3,74.0,0
2026-01-04,1,ECG Monitor,Pediatrics,5,4,86.0,0
2026-01-04,1,ECG Monitor,Orthopedics,5,4,80.5,0
2026-01-04,1,Infusion Pump,Maternity,8,7,93.8,0
2026-01-04,1,Infusion Pump,Pediatrics,8,6,86.2,0
2026-01-04,1,Infusion Pump,General,8,7,93.8,0
2026-01-04,1,Infusion Pump,Surgery,8,7,99.0,0
2026-01-04,1,Infusion Pump,Emergency,8,7,97.9,0
2026-01-04,1,Infusion Pump,Oncology,8,6,85.4,0
2026-01-04,1,Defibrillator,Neurology,2,1,50.4,0
2026-01-04,1,Defibrillator,ICU,2,0,42.9,0
2026-01-04,1,Defibrillator,Pediatrics,2,0,42.9,1
2026-01-04,1,Defibrillator,Oncology,2,0,48.5,0
2026-01-04,1,Defibrillator,Emergency,2,0,42.0,0
2026-01-04,1,Defibrillator,Orthopedics,2,1,56.7,0
2026-01-04,1,Ultrasound,Maternity,1,0,62.0,0
2026-01-04,1,Ultrasound,ICU,1,0,64.6,0
2026-01-04,1,Ultrasound,General,1,0,85.5,0
2026-01-04,1,Ultrasound,Cardiology,1,0,73.9,0
2026-01-04,1,Pulse Oximeter,General,10,9,97.0,0
2026-01-04,1,Pulse Oximeter,Surgery,10,8,89.6,0
2026-01-04,1,Pulse Oximeter,Pediatrics,10,8,81.5,0
2026-01-04,1,Pulse Oximeter,ICU,10,8,85.0,0
2026-01-04,1,Pulse Oximeter,Cardiology,10,9,90.1,0
2026-01-04,1,Pulse Oximeter,Oncology,10,8,85.1,0
2026-01-05,1,Ventilator,Oncology,3,2,79.3,0
2026-01-05,1,Ventilator,Emergency,3,2,78.9,0
2026-01-05,1,Ventilator,Orthopedics,3,2,83.7,0
2026-01-05,1,Ventilator,Surgery,3,2,88.6,0
2026-01-05,1,ECG Monitor,Surgery,5,3,75.1,0
2026-01-05,1,ECG Monitor,Cardiology,5,4,80.8,0
2026-01-05,1,ECG Monitor,Maternity,5,3,75.0,0
2026-01-05,1,ECG Monitor,Orthopedics,5,3,69.1,0
2026-01-05,1,ECG Monitor,Emergency,5,3,78.5,0
2026-01-05,1,ECG Monitor,Pediatrics,5,3,77.8,0
2026-01-05,1,Infusion Pump,Cardiology,8,7,93.7,0
2026-01-05,1,Infusion Pump,Neurology,8,7,91.4,0
2026-01-05,1,Infusion Pump,Surgery,8,6,86.4,0
2026-01-05,1,Infusion Pump,Maternity,8,7,93.1,0
2026-01-05,1,Infusion Pump,Orthopedics,8,7,98.6,0
2026-01-05,1,Defibrillator,Surgery,2,0,48.8,0
2026-01-05,1,Defibrillator,Emergency,2,0,49.3,0
2026-01-05,1,Defibrillator,Oncology,2,0,47.1,0
2026-01-05,1,Defibrillator,Neurology,2,1,55.3,0
2026-01-05,1,Defibrillator,General,2,0,47.6,0
2026-01-05,1,Defibrillator,Orthopedics,2,0,43.4,0
2026-01-05,1,Ultrasound,Emergency,1,0,66.1,0
2026-01-05,1,Ultrasound,Maternity,1,0,67.4,0
2026-01-05,1,Ultrasound,Neurology,1,0,75.6,0
