date,month,day_of_week,department,total_beds,occupied,available,reserved,maintenance,occupancy_rate
2025-06-17,6,Tuesday,General,50,30,20,0,0,61.1
2025-06-17,6,Tuesday,Emergency,30,20,10,1,0,69.0
2025-06-17,6,Tuesday,Pediatrics,25,16,9,0,0,67.1
2025-06-17,6,Tuesday,Maternity,20,11,9,0,0,58.3
2025-06-17,6,Tuesday,Surgery,15,9,6,1,0,63.9
2025-06-17,6,Tuesday,Cardiology,20,13,7,0,0,65.7
2025-06-17,6,Tuesday,Orthopedics,20,12,8,1,0,60.5
2025-06-17,6,Tuesday,Neurology,15,9,6,0,0,63.6
2025-06-17,6,Tuesday,Oncology,15,10,5,1,0,67.1
2025-06-18,6,Wednesday,ICU,20,12,8,0,0,63.9
2025-06-18,6,Wednesday,General,50,32,18,1,0,64.8
2025-06-18,6,Wednesday,Emergency,30,18,12,1,0,60.8
2025-06-18,6,Wednesday,Pediatrics,25,15,10,1,0,62.2
2025-06-18,6,Wednesday,Maternity,20,12,8,0,0,63.5
2025-06-18,6,Wednesday,Surgery,15,9,6,0,0,60.5
2025-06-18,6,Wednesday,Cardiology,20,12,8,1,0,60.1
2025-06-18,6,Wednesday,Orthopedics,20,13,7,1,0,67.5
2025-06-18,6,Wednesday,Neurology,15,9,6,0,0,64.3
2025-06-18,6,Wednesday,Oncology,15,9,6,1,0,60.5
2025-06-19,6,Thursday,ICU,20,13,7,0,0,66.5
2025-06-19,6,Thursday,General,50,30,20,0,0,60.7
2025-06-19,6,Thursday,Emergency,30,18,12,1,0,61.5
2025-06-19,6,Thursday,Pediatrics,25,16,9,0,0,67.1
2025-06-19,6,Thursday,Maternity,20,13,7,0,0,67.8
2025-06-19,6,Thursday,Surgery,15,9,6,0,0,65.0
2025-06-19,6,Thursday,Cardiology,20,12,8,1,0,60.9
2025-06-19,6,Thursday,Orthopedics,20,12,8,0,0,64.0
2025-06-19,6,Thursday,Neurology,15,9,6,1,0,66.2
2025-06-19,6,Thursday,Oncology,15,9,6,0,0,65.6
2025-06-20,6,Friday,ICU,20,11,9,0,0,57.7
2025-06-20,6,Friday,General,50,28,22,1,0,56.8
2025-06-20,6,Friday,Emergency,30,18,12,1,0,63.3
2025-06-20,6,Friday,Pediatrics,25,14,11,0,0,58.9
2025-06-20,6,Friday,Maternity,20,12,8,1,0,61.3
2025-06-20,6,Friday,Surgery,15,8,7,1,0,59.7
2025-06-20,6,Friday,Cardiology,20,12,8,0,0,64.6
2025-06-20,6,Friday,Orthopedics,20,11,9,1,0,57.0
2025-06-20,6,Friday,Neurology,15,10,5,1,0,66.9
2025-06-20,6,Friday,Oncology,15,8,7,0,0,59.3
2025-06-21,6,Saturday,ICU,20,11,9,1,0,59.4
2025-06-21,6,Saturday,General,50,32,18,0,0,65.8
2025-06-21,6,Saturday,Emergency,30,19,11,1,0,65.5
2025-06-21,6,Saturday,Pediatrics,25,14,11,1,0,59.5
2025-06-21,6,Saturday,Maternity,20,11,9,0,0,59.3
2025-06-21,6,Saturday,Surgery,15,9,6,0,0,64.1
2025-06-21,6,Saturday,Cardiology,20,12,8,0,0,63.9
2025-06-21,6,Saturday,Orthopedics,20,12,8,0,0,62.9
2025-06-21,6,Saturday,Neurology,15,8,7,1,0,59.3
2025-06-21,6,Saturday,Oncology,15,9,6,1,0,62.2
2025-06-22,6,Sunday,ICU,20,13,7,0,0,68.8
2025-06-22,6,Sunday,General,50,33,17,1,0,66.5
2025-06-22,6,Sunday,Emergency,30,17,13,1,0,58.4
2025-06-22,6,Sunday,Pediatrics,25,14,11,1,0,57.2
2025-06-22,6,Sunday,Maternity,20,13,7,1,0,68.6
2025-06-22,6,Sunday,Surgery,15,8,7,1,0,58.8
2025-06-22,6,Sunday,Cardiology,20,11,9,1,0,56.5
2025-06-22,6,Sunday,Orthopedics,20,12,8,1,0,60.1
2025-06-22,6,Sunday,Neurology,15,9,6,0,0,66.6
2025-06-22,6,Sunday,Oncology,15,9,6,0,0,65.1
2025-06-23,6,Monday,ICU,20,11,9,1,0,57.4
2025-06-23,6,Monday,General,50,28,22,1,0,57.1
2025-06-23,6,Monday,Emergency,30,20,10,0,0,68.4
2025-06-23,6,Monday,Pediatrics,25,14,11,0,0,57.0
2025-06-23,6,Monday,Maternity,20,11,9,0,0,58.9
2025-06-23,6,Monday,Surgery,15,9,6,1,0,63.9
2025-06-23,6,Monday,Cardiology,20,12,8,0,0,61.7
2025-06-23,6,Monday,Orthopedics,20,11,9,0,0,56.9
2025-06-23,6,Monday,Neurology,15,9,6,1,0,62.5
2025-06-23,6,Monday,Oncology,15,10,5,1,0,68.6
2025-06-24,6,Tuesday,ICU,20,11,9,1,0,58.0
2025-06-24,6,Tuesday,General,50,29,21,0,0,59.8
2025-06-24,6,Tuesday,Emergency,30,18,12,0,0,62.6
2025-06-24,6,Tuesday,Pediatrics,25,15,10,1,0,63.3
2025-06-24,6,Tuesday,Maternity,20,13,7,0,0,67.4
2025-06-24,6,Tuesday,Surgery,15,10,5,1,0,67.3
2025-06-24,6,Tuesday,Cardiology,20,12,8,1,0,61.6
2025-06-24,6,Tuesday,Orthopedics,20,12,8,0,0,64.3
2025-06-24,6,Tuesday,Neurology,15,9,6,0,0,65.1
2025-06-24,6,Tuesday,Oncology,15,8,7,1,0,57.7
2025-06-25,6,Wednesday,ICU,20,13,7,1,0,67.9
2025-06-25,6,Wednesday,General,50,30,20,0,0,60.7
2025-06-25,6,Wednesday,Emergency,30,17,13,0,0,57.4
2025-06-25,6,Wednesday,Pediatrics,25,14,11,0,0,57.2
2025-06-25,6,Wednesday,Maternity,20,12,8,0,0,60.8
2025-06-25,6,Wednesday,Surgery,15,9,6,1,0,62.8
2025-06-25,6,Wednesday,Cardiology,20,13,7,1,0,67.0
2025-06-25,6,Wednesday,Orthopedics,20,12,8,0,0,64.9
2025-06-25,6,Wednesday,Neurology,15,9,6,1,0,64.5
2025-06-25,6,Wednesday,Oncology,15,9,6,1,0,60.2
2025-06-26,6,Thursday,ICU,20,13,7,0,0,66.1
2025-06-26,6,Thursday,General,50,30,20,1,0,60.5
2025-06-26,6,Thursday,Emergency,30,17,13,1,0,58.5
2025-06-26,6,Thursday,Pediatrics,25,15,10,1,0,62.8
2025-06-26,6,Thursday,Maternity,20,12,8,0,0,64.4
2025-06-26,6,Thursday,Surgery,15,10,5,0,0,68.9
2025-06-26,6,Thursday,Cardiology,20,11,9,1,0,59.2
2025-06-26,6,Thursday,Orthopedics,20,12,8,0,0,63.6
2025-06-26,6,Thursday,Neurology,15,9,6,1,0,60.1
2025-06-26,6,Thursday,Oncology,15,10,5,1,0,67.7
2025-06-27,6,Friday,ICU,20,12,8,0,0,61.2
2025-06-27,6,Friday,General,50,29,21,1,0,59.1
2025-06-27,6,Friday,Emergency,30,18,12,0,0,62.1
2025-06-27,6,Friday,Pediatrics,25,16,9,0,0,64.5
2025-06-27,6,Friday,Maternity,20,11,9,1,0,56.9
2025-06-27,6,Friday,Surgery,15,9,6,1,0,65.4
2025-06-27,6,Friday,Cardiology,20,12,8,1,0,62.1
2025-06-27,6,Friday,Orthopedics,20,12,8,1,0,62.5
2025-06-27,6,Friday,Neurology,15,9,6,0,0,66.6
2025-06-27,6,Friday,Oncology,15,9,6,0,0,64.2
2025-06-28,6,Saturday,ICU,20,12,8,1,0,65.0
2025-06-28,6,Saturday,General,50,34,16,1,0,69.2
2025-06-28,6,Saturday,Emergency,30,17,13,1,0,57.5
2025-06-28,6,Saturday,Pediatrics,25,16,9,0,0,65.5
2025-06-28,6,Saturday,Maternity,20,11,9,0,0,56.4
2025-06-28,6,Saturday,Surgery,15,10,5,1,0,67.6
2025-06-28,6,Saturday,Cardiology,20,11,9,0,0,57.5
2025-06-28,6,Saturday,Orthopedics,20,12,8,1,0,62.4
2025-06-28,6,Saturday,Neurology,15,8,7,0,0,58.2
2025-06-28,6,Saturday,Oncology,15,9,6,1,0,64.7
2025-06-29,6,Sunday,ICU,20,13,7,0,0,67.7
2025-06-29,6,Sunday,General,50,34,16,1,0,68.5
2025-06-29,6,Sunday,Emergency,30,19,11,1,0,63.8
2025-06-29,6,Sunday,Pediatrics,25,17,8,1,0,68.3
2025-06-29,6,Sunday,Maternity,20,13,7,1,0,68.2
2025-06-29,6,Sunday,Surgery,15,10,5,0,0,69.1
2025-06-29,6,Sunday,Cardiology,20,11,9,0,0,57.3
2025-06-29,6,Sunday,Orthopedics,20,12,8,0,0,62.5
2025-06-29,6,Sunday,Neurology,15,9,6,1,0,60.5
2025-06-29,6,Sunday,Oncology,15,9,6,0,0,61.8
2025-06-30,6,Monday,ICU,20,12,8,0,0,62.3
2025-06-30,6,Monday,General,50,31,19,0,0,62.1
2025-06-30,6,Monday,Emergency,30,18,12,1,0,61.6
2025-06-30,6,Monday,Pediatrics,25,15,10,0,0,62.9
2025-06-30,6,Monday,Maternity,20,12,8,0,0,61.9
2025-06-30,6,Monday,Surgery,15,9,6,1,0,61.5
2025-06-30,6,Monday,Cardiology,20,12,8,1,0,63.7
2025-06-30,6,Monday,Orthopedics,20,12,8,1,0,61.3
2025-06-30,6,Monday,Neurology,15,8,7,0,0,57.3
2025-06-30,6,Monday,Oncology,15,10,5,1,0,68.0
2025-07-01,7,Tuesday,ICU,20,13,7,1,0,68.7
2025-07-01,7,Tuesday,General,50,31,19,0,0,62.5
2025-07-01,7,Tuesday,Emergency,30,19,11,1,0,64.7
2025-07-01,7,Tuesday,Pediatrics,25,16,9,0,0,67.7
2025-07-01,7,Tuesday,Maternity,20,12,8,0,0,61.5
2025-07-01,7,Tuesday,Surgery,15,8,7,1,0,57.7
2025-07-01,7,Tuesday,Cardiology,20,11,9,1,0,57.8
2025-07-01,7,Tuesday,Orthopedics,20,12,8,1,0,63.8
2025-07-01,7,Tuesday,Neurology,15,9,6,0,0,60.0
2025-07-01,7,Tuesday,Oncology,15,9,6,0,0,61.6
2025-07-02,7,Wednesday,ICU,20,13,7,0,0,67.0
2025-07-02,7,Wednesday,General,50,32,18,1,0,65.6
2025-07-02,7,Wednesday,Emergency,30,17,13,1,0,57.8
2025-07-02,7,Wednesday,Pediatrics,25,14,11,1,0,59.8
2025-07-02,7,Wednesday,Maternity,20,12,8,0,0,61.1
2025-07-02,7,Wednesday,Surgery,15,8,7,0,0,57.0
2025-07-02,7,Wednesday,Cardiology,20,12,8,1,0,64.3
2025-07-02,7,Wednesday,Orthopedics,20,12,8,0,0,63.8
2025-07-02,7,Wednesday,Neurology,15,9,6,0,0,62.2
2025-07-02,7,Wednesday,Oncology,15,9,6,0,0,66.3
2025-07-03,7,Thursday,ICU,20,13,7,1,0,69.0
2025-07-03,7,Thursday,General,50,29,21,1,0,59.8
2025-07-03,7,Thursday,Emergency,30,17,13,0,0,58.4
2025-07-03,7,Thursday,Pediatrics,25,15,10,1,0,60.0
2025-07-03,7,Thursday,Maternity,20,11,9,1,0,58.3
2025-07-03,7,Thursday,Surgery,15,9,6,0,0,66.3
2025-07-03,7,Thursday,Cardiology,20,13,7,1,0,66.7
2025-07-03,7,Thursday,Orthopedics,20,12,8,1,0,60.1
2025-07-03,7,Thursday,Neurology,15,8,7,0,0,58.2
2025-07-03,7,Thursday,Oncology,15,9,6,1,0,61.8
2025-07-04,7,Friday,ICU,20,11,9,1,0,58.0
2025-07-04,7,Friday,General,50,32,18,1,0,65.9
2025-07-04,7,Friday,Emergency,30,19,11,1,0,65.9
2025-07-04,7,Friday,Pediatrics,25,14,11,1,0,58.8
2025-07-04,7,Friday,Maternity,20,11,9,1,0,57.1
2025-07-04,7,Friday,Surgery,15,9,6,1,0,65.5
2025-07-04,7,Friday,Cardiology,20,11,9,1,0,56.6
2025-07-04,7,Friday,Orthopedics,20,13,7,1,0,69.1
2025-07-04,7,Friday,Neurology,15,9,6,0,0,64.0
2025-07-04,7,Friday,Oncology,15,8,7,0,0,57.9
2025-07-05,7,Saturday,ICU,20,13,7,0,0,68.2
2025-07-05,7,Saturday,General,50,28,22,1,0,56.3
2025-07-05,7,Saturday,Emergency,30,17,13,1,0,58.2
2025-07-05,7,Saturday,Pediatrics,25,15,10,1,0,61.9
2025-07-05,7,Saturday,Maternity,20,13,7,0,0,68.7
2025-07-05,7,Saturday,Surgery,15,10,5,1,0,68.2
2025-07-05,7,Saturday,Cardiology,20,11,9,1,0,57.1
2025-07-05,7,Saturday,Orthopedics,20,11,9,0,0,57.1
2025-07-05,7,Saturday,Neurology,15,9,6,1,0,65.3
2025-07-05,7,Saturday,Oncology,15,9,6,1,0,66.4
2025-07-06,7,Sunday,ICU,20,12,8,0,0,63.2
2025-07-06,7,Sunday,General,50,33,17,0,0,67.7
2025-07-06,7,Sunday,Emergency,30,18,12,0,0,62.1
2025-07-06,7,Sunday,Pediatrics,25,16,9,1,0,65.4
2025-07-06,7,Sunday,Maternity,20,12,8,1,0,60.5
2025-07-06,7,Sunday,Surgery,15,9,6,1,0,63.6
2025-07-06,7,Sunday,Cardiology,20,12,8,1,0,63.9
2025-07-06,7,Sunday,Orthopedics,20,12,8,0,0,64.1
2025-07-06,7,Sunday,Neurology,15,8,7,0,0,59.5
2025-07-06,7,Sunday,Oncology,15,8,7,0,0,58.0
2025-07-07,7,Monday,ICU,20,12,8,0,0,61.9
2025-07-07,7,Monday,General,50,33,17,1,0,67.8
2025-07-07,7,Monday,Emergency,30,18,12,1,0,61.2
2025-07-07,7,Monday,Pediatrics,25,16,9,1,0,67.0
2025-07-07,7,Monday,Maternity,20,11,9,1,0,58.6
2025-07-07,7,Monday,Surgery,15,9,6,0,0,64.2
2025-07-07,7,Monday,Cardiology,20,11,9,0,0,59.3
2025-07-07,7,Monday,Orthopedics,20,12,8,0,0,60.3
2025-07-07,7,Monday,Neurology,15,9,6,1,0,63.8
2025-07-07,7,Monday,Oncology,15,9,6,0,0,60.6
2025-07-08,7,Tuesday,ICU,20,11,9,0,0,56.9
2025-07-08,7,Tuesday,General,50,28,22,1,0,56.6
2025-07-08,7,Tuesday,Emergency,30,20,10,1,0,68.7
2025-07-08,7,Tuesday,Pediatrics,25,15,10,0,0,61.4
2025-07-08,7,Tuesday,Maternity,20,13,7,0,0,65.2
2025-07-08,7,Tuesday,Surgery,15,9,6,0,0,66.0
2025-07-08,7,Tuesday,Cardiology,20,12,8,1,0,61.9
2025-07-08,7,Tuesday,Orthopedics,20,11,9,0,0,58.9
2025-07-08,7,Tuesday,Neurology,15,9,6,0,0,65.2
2025-07-08,7,Tuesday,Oncology,15,8,7,0,0,56.6
2025-07-09,7,Wednesday,ICU,20,13,7,1,0,66.8
2025-07-09,7,Wednesday,General,50,30,20,1,0,60.8
2025-07-09,7,Wednesday,Emergency,30,20,10,1,0,69.0
2025-07-09,7,Wednesday,Pediatrics,25,17,8,1,0,68.9
2025-07-09,7,Wednesday,Maternity,20,12,8,0,0,63.5
2025-07-09,7,Wednesday,Surgery,15,10,5,0,0,68.6
2025-07-09,7,Wednesday,Cardiology,20,12,8,0,0,60.5
2025-07-09,7,Wednesday,Orthopedics,20,12,8,0,0,60.4
2025-07-09,7,Wednesday,Neurology,15,9,6,1,0,64.3
2025-07-09,7,Wednesday,Oncology,15,8,7,1,0,60.0
2025-07-10,7,Thursday,ICU,20,12,8,0,0,60.1
2025-07-10,7,Thursday,General,50,33,17,0,0,66.1
2025-07-10,7,Thursday,Emergency,30,20,10,1,0,67.8
2025-07-10,7,Thursday,Pediatrics,25,15,10,1,0,62.2
2025-07-10,7,Thursday,Maternity,20,12,8,0,0,63.6
2025-07-10,7,Thursday,Surgery,15,10,5,1,0,68.8
2025-07-10,7,Thursday,Cardiology,20,13,7,0,0,68.8
2025-07-10,7,Thursday,Orthopedics,20,11,9,1,0,57.3
2025-07-10,7,Thursday,Neurology,15,9,6,0,0,63.0
2025-07-10,7,Thursday,Oncology,15,9,6,0,0,63.5
2025-07-11,7,Friday,ICU,20,11,9,1,0,57.1
2025-07-11,7,Friday,General,50,32,18,0,0,64.7
2025-07-11,7,Friday,Emergency,30,17,13,0,0,59.9
2025-07-11,7,Friday,Pediatrics,25,14,11,1,0,56.7
2025-07-11,7,Friday,Maternity,20,13,7,0,0,67.1
2025-07-11,7,Friday,Surgery,15,8,7,1,0,59.1
2025-07-11,7,Friday,Cardiology,20,13,7,0,0,67.5
2025-07-11,7,Friday,Orthopedics,20,12,8,1,0,61.8
2025-07-11,7,Friday,Neurology,15,9,6,1,0,61.8
2025-07-11,7,Friday,Oncology,15,9,6,1,0,63.4
2025-07-12,7,Saturday,ICU,20,11,9,1,0,59.2
2025-07-12,7,Saturday,General,50,31,19,1,0,63.8
2025-07-12,7,Saturday,Emergency,30,19,11,1,0,63.4
2025-07-12,7,Saturday,Pediatrics,25,15,10,0,0,60.8
2025-07-12,7,Saturday,Maternity,20,11,9,1,0,57.4
2025-07-12,7,Saturday,Surgery,15,10,5,1,0,67.6
2025-07-12,7,Saturday,Cardiology,20,13,7,1,0,67.7
2025-07-12,7,Saturday,Orthopedics,20,12,8,1,0,63.8
2025-07-12,7,Saturday,Neurology,15,10,5,0,0,68.8
2025-07-12,7,Saturday,Oncology,15,9,6,0,0,60.8
2025-07-13,7,Sunday,ICU,20,13,7,0,0,66.9
2025-07-13,7,Sunday,General,50,28,22,1,0,57.2
2025-07-13,7,Sunday,Emergency,30,19,11,0,0,64.1
2025-07-13,7,Sunday,Pediatrics,25,14,11,0,0,59.5
2025-07-13,7,Sunday,Maternity,20,13,7,0,0,68.9
2025-07-13,7,Sunday,Surgery,15,10,5,1,0,68.7
2025-07-13,7,Sunday,Cardiology,20,13,7,0,0,67.9
2025-07-13,7,Sunday,Orthopedics,20,13,7,1,0,65.6
2025-07-13,7,Sunday,Neurology,15,10,5,1,0,67.5
2025-07-13,7,Sunday,Oncology,15,9,6,0,0,63.7
2025-07-14,7,Monday,ICU,20,12,8,0,0,62.2
2025-07-14,7,Monday,General,50,32,18,0,0,64.9
2025-07-14,7,Monday,Emergency,30,18,12,1,0,61.9
2025-07-14,7,Monday,Pediatrics,25,15,10,1,0,61.7
2025-07-14,7,Monday,Maternity,20,12,8,1,0,62.5
2025-07-14,7,Monday,Surgery,15,8,7,0,0,57.8
2025-07-14,7,Monday,Cardiology,20,13,7,1,0,65.5
2025-07-14,7,Monday,Orthopedics,20,11,9,1,0,56.9
2025-07-14,7,Monday,Neurology,15,8,7,1,0,57.8
2025-07-14,7,Monday,Oncology,15,9,6,1,0,62.9
2025-07-15,7,Tuesday,ICU,20,11,9,1,0,56.3
2025-07-15,7,Tuesday,General,50,33,17,0,0,66.3
2025-07-15,7,Tuesday,Emergency,30,19,11,0,0,65.4
2025-07-15,7,Tuesday,Pediatrics,25,14,11,1,0,58.6
2025-07-15,7,Tuesday,Maternity,20,12,8,0,0,60.2
2025-07-15,7,Tuesday,Surgery,15,9,6,0,0,60.5
2025-07-15,7,Tuesday,Cardiology,20,11,9,0,0,56.4
2025-07-15,7,Tuesday,Orthopedics,20,13,7,0,0,67.4
2025-07-15,7,Tuesday,Neurology,15,8,7,1,0,58.4
2025-07-15,7,Tuesday,Oncology,15,9,6,1,0,62.6
2025-07-16,7,Wednesday,ICU,20,13,7,0,0,66.8
2025-07-16,7,Wednesday,General,50,34,16,1,0,68.0
2025-07-16,7,Wednesday,Emergency,30,20,10,1,0,67.8
2025-07-16,7,Wednesday,Pediatrics,25,17,8,1,0,68.5
2025-07-16,7,Wednesday,Maternity,20,12,8,1,0,63.4
2025-07-16,7,Wednesday,Surgery,15,8,7,1,0,59.7
2025-07-16,7,Wednesday,Cardiology,20,13,7,0,0,68.9
2025-07-16,7,Wednesday,Orthopedics,20,11,9,0,0,56.4
2025-07-16,7,Wednesday,Neurology,15,8,7,1,0,57.4
2025-07-16,7,Wednesday,Oncology,15,9,6,1,0,64.2
2025-07-17,7,Thursday,ICU,20,12,8,1,0,63.2
2025-07-17,7,Thursday,General,50,29,21,1,0,58.7
2025-07-17,7,Thursday,Emergency,30,18,12,1,0,63.2
2025-07-17,7,Thursday,Pediatrics,25,14,11,0,0,57.4
2025-07-17,7,Thursday,Maternity,20,13,7,0,0,69.1
2025-07-17,7,Thursday,Surgery,15,8,7,1,0,56.6
2025-07-17,7,Thursday,Cardiology,20,11,9,0,0,59.8
2025-07-17,7,Thursday,Orthopedics,20,13,7,1,0,66.0
2025-07-17,7,Thursday,Neurology,15,8,7,1,0,56.3
2025-07-17,7,Thursday,Oncology,15,9,6,0,0,66.0
2025-07-18,7,Friday,ICU,20,11,9,1,0,56.5
2025-07-18,7,Friday,General,50,29,21,0,0,59.8
2025-07-18,7,Friday,Emergency,30,17,13,0,0,59.3
2025-07-18,7,Friday,Pediatrics,25,14,11,1,0,56.9
2025-07-18,7,Friday,Maternity,20,13,7,0,0,67.9
2025-07-18,7,Friday,Surgery,15,9,6,1,0,64.4
2025-07-18,7,Friday,Cardiology,20,13,7,1,0,67.6
2025-07-18,7,Friday,Orthopedics,20,11,9,0,0,59.0
2025-07-18,7,Friday,Neurology,15,9,6,1,0,64.2
2025-07-18,7,Friday,Oncology,15,10,5,1,0,68.3
2025-07-19,7,Saturday,ICU,20,11,9,1,0,59.8
2025-07-19,7,Saturday,General,50,28,22,1,0,57.8
2025-07-19,7,Saturday,Emergency,30,20,10,0,0,66.9
2025-07-19,7,Saturday,Pediatrics,25,15,10,0,0,61.7
2025-07-19,7,Saturday,Maternity,20,11,9,0,0,59.2
2025-07-19,7,Saturday,Surgery,15,8,7,0,0,57.1
2025-07-19,7,Saturday,Cardiology,20,11,9,1,0,57.9
2025-07-19,7,Saturday,Orthopedics,20,13,7,1,0,67.7
2025-07-19,7,Saturday,Neurology,15,8,7,0,0,58.4
2025-07-19,7,Saturday,Oncology,15,8,7,1,0,56.6
2025-07-20,7,Sunday,ICU,20,13,7,0,0,68.7
2025-07-20,7,Sunday,General,50,31,19,0,0,62.7
2025-07-20,7,Sunday,Emergency,30,18,12,0,0,62.3
2025-07-20,7,Sunday,Pediatrics,25,14,11,0,0,56.5
2025-07-20,7,Sunday,Maternity,20,11,9,0,0,58.3
2025-07-20,7,Sunday,Surgery,15,10,5,1,0,69.1
2025-07-20,7,Sunday,Cardiology,20,13,7,0,0,67.6
2025-07-20,7,Sunday,Orthopedics,20,12,8,0,0,64.1
2025-07-20,7,Sunday,Neurology,15,10,5,0,0,68.3
2025-07-20,7,Sunday,Oncology,15,10,5,1,0,68.6
2025-07-21,7,Monday,ICU,20,13,7,0,0,65.1
2025-07-21,7,Monday,General,50,33,17,1,0,66.1
2025-07-21,7,Monday,Emergency,30,19,11,0,0,66.1
2025-07-21,7,Monday,Pediatrics,25,15,10,1,0,60.8
2025-07-21,7,Monday,Maternity,20,12,8,0,0,63.0
2025-07-21,7,Monday,Surgery,15,9,6,1,0,64.1
2025-07-21,7,Monday,Cardiology,20,12,8,0,0,62.9
2025-07-21,7,Monday,Orthopedics,20,13,7,1,0,68.9
2025-07-21,7,Monday,Neurology,15,10,5,1,0,68.9
2025-07-21,7,Monday,Oncology,15,8,7,1,0,57.2
2025-07-22,7,Tuesday,ICU,20,13,7,1,0,65.1
2025-07-22,7,Tuesday,General,50,32,18,1,0,65.0
2025-07-22,7,Tuesday,Emergency,30,17,13,1,0,58.1
2025-07-22,7,Tuesday,Pediatrics,25,15,10,0,0,60.4
2025-07-22,7,Tuesday,Maternity,20,12,8,0,0,61.7
2025-07-22,7,Tuesday,Surgery,15,9,6,1,0,60.5
2025-07-22,7,Tuesday,Cardiology,20,13,7,0,0,67.3
2025-07-22,7,Tuesday,Orthopedics,20,11,9,0,0,58.1
2025-07-22,7,Tuesday,Neurology,15,9,6,0,0,63.3
2025-07-22,7,Tuesday,Oncology,15,8,7,0,0,59.8
2025-07-23,7,Wednesday,ICU,20,11,9,1,0,58.8
2025-07-23,7,Wednesday,General,50,33,17,0,0,66.3
2025-07-23,7,Wednesday,Emergency,30,20,10,1,0,69.1
2025-07-23,7,Wednesday,Pediatrics,25,16,9,0,0,66.9
2025-07-23,7,Wednesday,Maternity,20,12,8,0,0,62.9
2025-07-23,7,Wednesday,Surgery,15,10,5,1,0,69.2
2025-07-23,7,Wednesday,Cardiology,20,11,9,1,0,58.8
2025-07-23,7,Wednesday,Orthopedics,20,12,8,0,0,65.0
2025-07-23,7,Wednesday,Neurology,15,10,5,1,0,69.0
2025-07-23,7,Wednesday,Oncology,15,9,6,1,0,62.8
2025-07-24,7,Thursday,ICU,20,11,9,1,0,59.8
2025-07-24,7,Thursday,General,50,32,18,1,0,65.5
2025-07-24,7,Thursday,Emergency,30,17,13,1,0,58.1
2025-07-24,7,Thursday,Pediatrics,25,15,10,0,0,62.7
2025-07-24,7,Thursday,Maternity,20,11,9,0,0,57.9
2025-07-24,7,Thursday,Surgery,15,10,5,1,0,67.5
2025-07-24,7,Thursday,Cardiology,20,11,9,0,0,57.3
2025-07-24,7,Thursday,Orthopedics,20,13,7,1,0,69.2
2025-07-24,7,Thursday,Neurology,15,9,6,1,0,61.3
2025-07-24,7,Thursday,Oncology,15,9,6,0,0,61.4
2025-07-25,7,Friday,ICU,20,12,8,1,0,62.0
2025-07-25,7,Friday,General,50,33,17,1,0,66.3
2025-07-25,7,Friday,Emergency,30,19,11,1,0,65.2
2025-07-25,7,Friday,Pediatrics,25,15,10,1,0,63.6
2025-07-25,7,Friday,Maternity,20,11,9,0,0,57.8
2025-07-25,7,Friday,Surgery,15,8,7,0,0,57.4
2025-07-25,7,Friday,Cardiology,20,13,7,0,0,67.1
2025-07-25,7,Friday,Orthopedics,20,13,7,1,0,67.6
2025-07-25,7,Friday,Neurology,15,10,5,1,0,67.4
2025-07-25,7,Friday,Oncology,15,8,7,1,0,58.7
2025-07-26,7,Saturday,ICU,20,12,8,0,0,62.6
2025-07-26,7,Saturday,General,50,32,18,0,0,65.1
2025-07-26,7,Saturday,Emergency,30,20,10,0,0,66.7
2025-07-26,7,Saturday,Pediatrics,25,15,10,1,0,61.9
2025-07-26,7,Saturday,Maternity,20,13,7,1,0,65.5
2025-07-26,7,Saturday,Surgery,15,10,5,1,0,67.4
2025-07-26,7,Saturday,Cardiology,20,12,8,1,0,62.5
2025-07-26,7,Saturday,Orthopedics,20,13,7,0,0,69.2
2025-07-26,7,Saturday,Neurology,15,10,5,1,0,68.6
2025-07-26,7,Saturday,Oncology,15,8,7,0,0,59.6
2025-07-27,7,Sunday,ICU,20,12,8,1,0,62.5
2025-07-27,7,Sunday,General,50,33,17,1,0,67.9
2025-07-27,7,Sunday,Emergency,30,20,10,1,0,68.0
2025-07-27,7,Sunday,Pediatrics,25,14,11,1,0,57.1
2025-07-27,7,Sunday,Maternity,20,11,9,1,0,58.2
2025-07-27,7,Sunday,Surgery,15,10,5,1,0,69.0
2025-07-27,7,Sunday,Cardiology,20,12,8,1,0,64.4
2025-07-27,7,Sunday,Orthopedics,20,13,7,1,0,65.3
2025-07-27,7,Sunday,Neurology,15,10,5,1,0,68.9
2025-07-27,7,Sunday,Oncology,15,8,7,1,0,59.8
2025-07-28,7,Monday,ICU,20,13,7,0,0,68.0
2025-07-28,7,Monday,General,50,29,21,0,0,59.1
2025-07-28,7,Monday,Emergency,30,17,13,0,0,58.2
2025-07-28,7,Monday,Pediatrics,25,15,10,0,0,61.5
2025-07-28,7,Monday,Maternity,20,12,8,0,0,63.3
2025-07-28,7,Monday,Surgery,15,10,5,1,0,67.6
2025-07-28,7,Monday,Cardiology,20,11,9,0,0,59.7
2025-07-28,7,Monday,Orthopedics,20,13,7,0,0,67.8
2025-07-28,7,Monday,Neurology,15,10,5,0,0,68.6
2025-07-28,7,Monday,Oncology,15,10,5,0,0,67.7
2025-07-29,7,Tuesday,ICU,20,13,7,0,0,67.9
2025-07-29,7,Tuesday,General,50,29,21,1,0,59.3
